№;Индекс MP;Бренд MP;Цена, СУ;Валюта, ID;Таможенный код;Поставщик, MP SUPPL_ID;Наша фирма, MP OURCOMPANY_ID;Курс к ГРН;Склад ID;Ячейка ID;Кол-во
Перенос остатков #4;T1212047;TOKO;1,491;2;8421310000;12;2;28,10;4;4;48
Перенос остатков #4;T1212053;TOKO;1,382;2;5911909090;12;2;28,10;4;4;117
Перенос остатков #4;T1212054;TOKO;1,508;2;8421310000;12;2;28,10;4;4;26
Перенос остатков #4;T1213020;TOKO;1,404;2;8421310000;12;2;28,10;4;4;56
Перенос остатков #4;T1213035;TOKO;1,491;2;8421310000;12;2;28,10;4;4;741
Перенос остатков #4;T1213041;TOKO;1,579;2;8421310000;12;2;28,10;4;4;76
Перенос остатков #4;T1213046;TOKO;1,872;2;8421310000;12;2;28,10;4;4;649
Перенос остатков #4;T1213052;TOKO;2,399;2;8421310000;12;2;28,10;4;4;36
Перенос остатков #4;T1213055;TOKO;1,341;2;8421310000;12;2;28,10;4;4;65
Перенос остатков #4;T1213059;TOKO;1,936;2;8421310000;12;2;28,10;4;4;141
Перенос остатков #4;T1213060;TOKO;1,464;2;8421310000;12;2;28,10;4;4;247
Перенос остатков #4;T1213071;TOKO;1,504;2;5911909090;12;2;28,10;4;4;129
Перенос остатков #4;T1214008;TOKO;1,242;2;8421310000;12;2;28,10;4;4;182
Перенос остатков #4;T1214029;TOKO;1,222;2;8421310000;12;2;28,10;4;4;54
Перенос остатков #4;T1214056;TOKO;1,383;2;8421310000;12;2;28,10;4;4;27
Перенос остатков #4;T1214066;TOKO;1,175;2;8421310000;12;2;28,10;4;4;53
Перенос остатков #4;T1214071;TOKO;1,476;2;8421310000;12;2;28,10;4;4;104
Перенос остатков #4;T1214073;TOKO;2,070;2;8421310000;12;2;28,10;4;4;6
Перенос остатков #4;T1215051;TOKO;1,594;2;8421310000;12;2;28,10;4;4;60
Перенос остатков #4;T1215059;TOKO;1,748;2;8421310000;12;2;28,10;4;4;16
Перенос остатков #4;T1215070;TOKO;1,930;2;8421310000;12;2;28,10;4;4;110
Перенос остатков #4;T1215072;TOKO;1,286;2;5911909090;12;2;28,10;4;4;225
Перенос остатков #4;T1215082;TOKO;1,595;2;5911909090;12;2;28,10;4;4;145
Перенос остатков #4;T1215091;TOKO;1,392;2;5911909090;12;2;28,10;4;4;132
Перенос остатков #4;T1215097;TOKO;1,961;2;8421310000;12;2;28,10;4;4;120
Перенос остатков #4;T1215103;TOKO;1,330;2;5911909090;12;2;28,10;4;4;424
Перенос остатков #4;T1215104;TOKO;1,530;2;5911909090;12;2;28,10;4;4;71
Перенос остатков #4;T1215106;TOKO;1,530;2;5911909090;12;2;28,10;4;4;26
Перенос остатков #4;T1215108;TOKO;1,192;2;5911909090;12;2;28,10;4;4;213
Перенос остатков #4;T1215131;TOKO;2,470;2;8421310000;12;2;28,10;4;4;108
Перенос остатков #4;T1215134;TOKO;1,525;2;8421310000;12;2;28,10;4;4;110
Перенос остатков #4;T1216016;TOKO;1,416;2;8421310000;12;2;28,10;4;4;99
Перенос остатков #4;T1217045;TOKO;1,771;2;8421310000;12;2;28,10;4;4;20
Перенос остатков #4;T1234008;TOKO;1,676;2;8421310000;12;2;28,10;4;4;30
Перенос остатков #4;T1236001;TOKO;1,858;2;8421310000;12;2;28,10;4;4;20
Перенос остатков #4;T1242009;TOKO;1,888;2;8421310000;12;2;28,10;4;4;71
Перенос остатков #4;T1242070;TOKO;2,313;2;8421310000;12;2;28,10;4;4;35
Перенос остатков #4;T1243060;TOKO;2,312;2;8421310000;12;2;28,10;4;4;15
Перенос остатков #4;T1246000;TOKO;1,900;2;8421310000;12;2;28,10;4;4;28
Перенос остатков #4;T1246029;TOKO;1,261;2;8421310000;12;2;28,10;4;4;29
Перенос остатков #4;T1246064;TOKO;1,875;2;8421310000;12;2;28,10;4;4;45
Перенос остатков #4;T1246065;TOKO;1,646;2;8421310000;12;2;28,10;4;4;32
Перенос остатков #4;T1252017;TOKO;1,706;2;8421310000;12;2;28,10;4;4;46
Перенос остатков #4;T1252019;TOKO;1,560;2;8421310000;12;2;28,10;4;4;13
Перенос остатков #4;T1252023;TOKO;1,890;2;8421310000;12;2;28,10;4;4;82
Перенос остатков #4;T1252025;TOKO;1,521;2;8421310000;12;2;28,10;4;4;60
Перенос остатков #4;T1252030;TOKO;1,522;2;8421310000;12;2;28,10;4;4;26
Перенос остатков #4;T1252042;TOKO;1,682;2;8421310000;12;2;28,10;4;4;204
Перенос остатков #4;T1252052;TOKO;2,275;2;8421310000;12;2;28,10;4;4;65
Перенос остатков #4;T1252058;TOKO;1,896;2;8421310000;12;2;28,10;4;4;56
Перенос остатков #4;T1277001;TOKO;1,256;2;5911909090;12;2;28,10;4;4;47
Перенос остатков #4;T1303023;TOKO;3,783;2;8421230090;12;2;28,10;4;4;291
Перенос остатков #4;T1304018;TOKO;2,062;2;8421230090;12;2;28,10;4;4;291
Перенос остатков #4;T1304023;TOKO;6,732;2;8421230090;12;2;28,10;4;4;148
Перенос остатков #4;T1315006;TOKO;11,632;2;8421230090;12;2;28,10;4;4;78
Перенос остатков #4;T1335018;TOKO;3,098;2;8421230090;12;2;28,10;4;4;141
Перенос остатков #4;T1335033;TOKO;5,015;2;8421230090;12;2;28,10;4;4;85
Перенос остатков #4;T1336031;TOKO;2,735;2;8421230090;12;2;28,10;4;4;94
Перенос остатков #4;T1346035;TOKO;5,397;2;8421230090;12;2;28,10;4;4;144
Перенос остатков #4;T1346036;TOKO;1,420;2;8421230090;12;2;28,10;4;4;293
Перенос остатков #4;T1352000;TOKO;2,025;2;8421230090;12;2;28,10;4;4;773
Перенос остатков #4;T1352027;TOKO;3,164;2;8421230090;12;2;28,10;4;4;286
Перенос остатков #4;T1352028;TOKO;5,950;2;8421230090;12;2;28,10;4;4;183
Перенос остатков #4;T1352030;TOKO;5,495;2;8421230090;12;2;28,10;4;4;180
Перенос остатков #4;T1352037;TOKO;2,233;2;8421230090;12;2;28,10;4;4;534
Перенос остатков #4;T1402026;TOKO;1,156;2;5911909090;12;2;28,10;4;4;114
Перенос остатков #4;T1403008C;TOKO;2,436;2;8421392000;12;2;28,10;4;4;86
Перенос остатков #4;T1403024;TOKO;0,922;2;8421392000;12;2;28,10;4;4;290
Перенос остатков #4;T1403024C;TOKO;1,417;2;8421392000;12;2;28,10;4;4;326
Перенос остатков #4;T1404009C;TOKO;1,817;2;8421392000;12;2;28,10;4;4;40
Перенос остатков #4;T1411004C;TOKO;2,474;2;5911909090;12;2;28,10;4;4;51
Перенос остатков #4;T1411007;TOKO;1,535;2;8421392000;12;2;28,10;4;4;352
Перенос остатков #4;T1411007A;TOKO;1,406;2;5911909090;12;2;28,10;4;4;526
Перенос остатков #4;T1411007AC;TOKO;1,980;2;5911909090;12;2;28,10;4;4;920
Перенос остатков #4;T1413004C;TOKO;3,157;2;8421392000;12;2;28,10;4;4;218
Перенос остатков #4;T1413006C;TOKO;3,097;2;8421392000;12;2;28,10;4;4;199
Перенос остатков #4;T1413011C;TOKO;1,942;2;5911909090;12;2;28,10;4;4;605
Перенос остатков #4;T1414015C;TOKO;1,901;2;8421392000;12;2;28,10;4;4;272
Перенос остатков #4;T1414020C;TOKO;1,891;2;5911909090;12;2;28,10;4;4;163
Перенос остатков #4;T1414026C;TOKO;2,026;2;8421392000;12;2;28,10;4;4;249
Перенос остатков #4;T1414052;TOKO;2,336;2;5911909090;12;2;28,10;4;4;260
Перенос остатков #4;T1415008;TOKO;0,919;2;5911909090;12;2;28,10;4;4;138
Перенос остатков #4;T1415008C;TOKO;1,501;2;8421392000;12;2;28,10;4;4;426
Перенос остатков #4;T1415013;TOKO;1,018;2;8421392000;12;2;28,10;4;4;352
Перенос остатков #4;T1415013C;TOKO;2,106;2;5911909090;12;2;28,10;4;4;1069
Перенос остатков #4;T1415015;TOKO;1,376;2;5911909090;12;2;28,10;4;4;156
Перенос остатков #4;T1416003;TOKO;1,233;2;8421392000;12;2;28,10;4;4;34
Перенос остатков #4;T1416015C;TOKO;2,586;2;8421392000;12;2;28,10;4;4;59
Перенос остатков #4;T1435013C;TOKO;2,007;2;5911909090;12;2;28,10;4;4;290
Перенос остатков #4;T1435026C;TOKO;1,904;2;5911909090;12;2;28,10;4;4;190
Перенос остатков #4;T1444017C;TOKO;2,741;2;8421392000;12;2;28,10;4;4;94
Перенос остатков #4;T1446031C;TOKO;2,133;2;5911909090;12;2;28,10;4;4;294
Перенос остатков #4;T1446032C;TOKO;2,588;2;5911909090;12;2;28,10;4;4;287
Перенос остатков #4;T1450000;TOKO;1,598;2;5911909090;12;2;28,10;4;4;37
Перенос остатков #4;T1452003C;TOKO;2,005;2;5911909090;12;2;28,10;4;4;198
Перенос остатков #4;T2102003L;TOKO;5,620;2;8708309198;12;2;28,10;4;4;74
Перенос остатков #4;T2102007;TOKO;3,634;2;8708309198;12;2;28,10;4;4;203
Перенос остатков #4;T2102013;TOKO;4,538;2;8708309198;12;2;28,10;4;4;39
Перенос остатков #4;T2102013L;TOKO;5,307;2;8708309198;12;2;28,10;4;4;45
Перенос остатков #4;T2103013L;TOKO;6,091;2;8708309198;12;2;28,10;4;4;85
Перенос остатков #4;T2103016L;TOKO;6,091;2;8708309198;12;2;28,10;4;4;59
Перенос остатков #4;T2104020L;TOKO;5,313;2;8708309198;12;2;28,10;4;4;31
Перенос остатков #4;T2111032L;TOKO;6,309;2;8708309198;12;2;28,10;4;4;38
Перенос остатков #4;T2111034L;TOKO;5,390;2;8708309198;12;2;28,10;4;4;44
Перенос остатков #4;T2111046L;TOKO;6,334;2;8708309198;12;2;28,10;4;4;53
Перенос остатков #4;T2112026;TOKO;4,547;2;8708309198;12;2;28,10;4;4;19
Перенос остатков #4;T2112035L;TOKO;5,018;2;8708309198;12;2;28,10;4;4;46
Перенос остатков #4;T2112036;TOKO;4,332;2;8708309198;12;2;28,10;4;4;28
Перенос остатков #4;T2112049L;TOKO;6,437;2;8708309198;12;2;28,10;4;4;34
Перенос остатков #4;T2112052L;TOKO;5,546;2;8708309198;12;2;28,10;4;4;47
Перенос остатков #4;T2112075L;TOKO;6,717;2;8708309198;12;2;28,10;4;4;38
Перенос остатков #4;T2113031;TOKO;5,770;2;8708309198;12;2;28,10;4;4;96
Перенос остатков #4;T2113036;TOKO;5,194;2;8708309198;12;2;28,10;4;4;55
Перенос остатков #4;T2113040L;TOKO;5,514;2;8708309198;12;2;28,10;4;4;45
Перенос остатков #4;T2113041L;TOKO;5,159;2;8708309198;12;2;28,10;4;4;23
Перенос остатков #4;T2113043L;TOKO;6,349;2;8708309198;12;2;28,10;4;4;43
Перенос остатков #4;T2113044L;TOKO;5,417;2;8708309198;12;2;28,10;4;4;39
Перенос остатков #4;T2113046L;TOKO;6,115;2;8708309198;12;2;28,10;4;4;35
Перенос остатков #4;T2114044;TOKO;5,628;2;8708309198;12;2;28,10;4;4;54
Перенос остатков #4;T2114062L;TOKO;5,531;2;8708309198;12;2;28,10;4;4;28
Перенос остатков #4;T2114070L;TOKO;4,412;2;8708309198;12;2;28,10;4;4;21
Перенос остатков #4;T2114078L;TOKO;6,465;2;8708309198;12;2;28,10;4;4;39
Перенос остатков #4;T2114086L;TOKO;6,144;2;8708309198;12;2;28,10;4;4;160
Перенос остатков #4;T2114105L;TOKO;6,558;2;8708309198;12;2;28,10;4;4;68
Перенос остатков #4;T2115064L;TOKO;5,214;2;8708309198;12;2;28,10;4;4;24
Перенос остатков #4;T2115086;TOKO;4,328;2;8708309198;12;2;28,10;4;4;40
Перенос остатков #4;T2115099L;TOKO;5,743;2;8708309198;12;2;28,10;4;4;46
Перенос остатков #4;T2115101;TOKO;5,515;2;8708309198;12;2;28,10;4;4;18
Перенос остатков #4;T2115111L;TOKO;6,766;2;8708309198;12;2;28,10;4;4;35
Перенос остатков #4;T2115113L;TOKO;4,662;2;8708309198;12;2;28,10;4;4;102
Перенос остатков #4;T2115118L;TOKO;5,354;2;8708309198;12;2;28,10;4;4;62
Перенос остатков #4;T2115121L;TOKO;6,058;2;8708309198;12;2;28,10;4;4;32
Перенос остатков #4;T2115122L;TOKO;5,956;2;8708309198;12;2;28,10;4;4;86
Перенос остатков #4;T2115125L;TOKO;6,184;2;8708309198;12;2;28,10;4;4;42
Перенос остатков #4;T2115126L;TOKO;6,353;2;8708309198;12;2;28,10;4;4;45
Перенос остатков #4;T2115140L;TOKO;6,837;2;8708309198;12;2;28,10;4;4;42
Перенос остатков #4;T2115390L;TOKO;6,189;2;8708309198;12;2;28,10;4;4;39
Перенос остатков #4;T2118004L;TOKO;5,328;2;8708309198;12;2;28,10;4;4;45
Перенос остатков #4;T2118009L;TOKO;5,759;2;8708309198;12;2;28,10;4;4;38
Перенос остатков #4;T2134007L;TOKO;6,937;2;8708309198;12;2;28,10;4;4;42
Перенос остатков #4;T2134009L;TOKO;6,858;2;8708309198;12;2;28,10;4;4;38
Перенос остатков #4;T2136036L;TOKO;5,724;2;8708309198;12;2;28,10;4;4;39
Перенос остатков #4;T2142001L;TOKO;5,199;2;8708309198;12;2;28,10;4;4;43
Перенос остатков #4;T2143003L;TOKO;5,885;2;8708309198;12;2;28,10;4;4;27
Перенос остатков #4;T2143010L;TOKO;5,903;2;8708309198;12;2;28,10;4;4;26
Перенос остатков #4;T2143018L;TOKO;7,608;2;8708309198;12;2;28,10;4;4;77
Перенос остатков #4;T2143019L;TOKO;8,735;2;8708309198;12;2;28,10;4;4;174
Перенос остатков #4;T2143024L;TOKO;7,569;2;8708309198;12;2;28,10;4;4;73
Перенос остатков #4;T2143025L;TOKO;6,303;2;8708309198;12;2;28,10;4;4;113
Перенос остатков #4;T2143033L;TOKO;7,252;2;8708309198;12;2;28,10;4;4;31
Перенос остатков #4;T2146018L;TOKO;5,948;2;8708309198;12;2;28,10;4;4;44
Перенос остатков #4;T2146034L;TOKO;7,433;2;8708309198;12;2;28,10;4;4;22
Перенос остатков #4;T2146036L;TOKO;8,171;2;8708309198;12;2;28,10;4;4;39
Перенос остатков #4;T2146037L;TOKO;5,869;2;8708309198;12;2;28,10;4;4;80
Перенос остатков #4;T2146039L;TOKO;6,446;2;8708309198;12;2;28,10;4;4;40
Перенос остатков #4;T2152005L;TOKO;5,597;2;8708309198;12;2;28,10;4;4;82
Перенос остатков #4;T2152025L;TOKO;7,226;2;8708309198;12;2;28,10;4;4;76
Перенос остатков #4;T2152026L;TOKO;7,186;2;8708309198;12;2;28,10;4;4;36
Перенос остатков #4;T2152031;TOKO;6,278;2;8708309198;12;2;28,10;4;4;37
Перенос остатков #4;T2152043L;TOKO;7,378;2;8708309198;12;2;28,10;4;4;47
Перенос остатков #4;T2152045;TOKO;10,005;2;8708309198;12;2;28,10;4;4;44
Перенос остатков #4;T2152054L;TOKO;5,575;2;8708309198;12;2;28,10;4;4;45
Перенос остатков #4;T2202005L;TOKO;4,529;2;8708309198;12;2;28,10;4;4;73
Перенос остатков #4;T2202006L;TOKO;3,602;2;8708309198;12;2;28,10;4;4;159
Перенос остатков #4;T2202012L;TOKO;4,904;2;8708309198;12;2;28,10;4;4;39
Перенос остатков #4;T2202015;TOKO;3,488;2;8708309198;12;2;28,10;4;4;94
Перенос остатков #4;T2203024L;TOKO;3,948;2;8708309198;12;2;28,10;4;4;153
Перенос остатков #4;T2203030L;TOKO;4,477;2;8708309198;12;2;28,10;4;4;46
Перенос остатков #4;T2205008L;TOKO;4,274;2;8708309198;12;2;28,10;4;4;76
Перенос остатков #4;T2211029L;TOKO;5,172;2;8708309198;12;2;28,10;4;4;66
Перенос остатков #4;T2212007;TOKO;3,006;2;8708309198;12;2;28,10;4;4;23
Перенос остатков #4;T2212021L;TOKO;5,037;2;8708309198;12;2;28,10;4;4;47
Перенос остатков #4;T2213012L;TOKO;4,094;2;8708309198;12;2;28,10;4;4;396
Перенос остатков #4;T2214030;TOKO;3,954;2;8708309198;12;2;28,10;4;4;16
Перенос остатков #4;T2214100L;TOKO;5,396;2;8708309198;12;2;28,10;4;4;69
Перенос остатков #4;T2215010L;TOKO;4,085;2;8708309198;12;2;28,10;4;4;91
Перенос остатков #4;T2215027L;TOKO;4,189;2;8708309198;12;2;28,10;4;4;83
Перенос остатков #4;T2215033L;TOKO;4,620;2;8708309198;12;2;28,10;4;4;45
Перенос остатков #4;T2215034L;TOKO;4,462;2;8708309198;12;2;28,10;4;4;70
Перенос остатков #4;T2215035L;TOKO;4,360;2;8708309198;12;2;28,10;4;4;215
Перенос остатков #4;T2215036L;TOKO;4,650;2;8708309198;12;2;28,10;4;4;20
Перенос остатков #4;T2216026L;TOKO;3,693;2;8708309198;12;2;28,10;4;4;86
Перенос остатков #4;T2218001;TOKO;3,886;2;8708309198;12;2;28,10;4;4;95
Перенос остатков #4;T2235007L;TOKO;4,441;2;8708309198;12;2;28,10;4;4;43
Перенос остатков #4;T2235018L;TOKO;6,043;2;8708309198;12;2;28,10;4;4;33
Перенос остатков #4;T2242011L;TOKO;4,785;2;8708309198;12;2;28,10;4;4;33
Перенос остатков #4;T2243012L;TOKO;5,373;2;8708309198;12;2;28,10;4;4;5
Перенос остатков #4;T2252005L;TOKO;6,470;2;8708309198;12;2;28,10;4;4;31
Перенос остатков #4;T2252006L;TOKO;5,054;2;8708309198;12;2;28,10;4;4;42
Перенос остатков #4;T2252034L;TOKO;4,825;2;8708309198;12;2;28,10;4;4;32
Перенос остатков #4;T2252035L;TOKO;5,531;2;8708309198;12;2;28,10;4;4;54
Перенос остатков #4;T2252036L;TOKO;6,704;2;8708309198;12;2;28,10;4;4;43
Перенос остатков #4;T2302002 FS;5277;7,858;2;8708309198;12;2;28,10;4;4;312
Перенос остатков #4;T2303017;TOKO;13,630;2;8708309198;12;2;28,10;4;4;22
Перенос остатков #4;T2311048;TOKO;11,997;2;8708309198;12;2;28,10;4;4;8
Перенос остатков #4;T2311065;TOKO;18,738;2;8708309198;12;2;28,10;4;4;4
Перенос остатков #4;T2312042;TOKO;6,696;2;8708309198;12;2;28,10;4;4;12
Перенос остатков #4;T2314072;TOKO;7,738;2;8708309198;12;2;28,10;4;4;10
Перенос остатков #4;T2315143;TOKO;16,560;2;8708309198;12;2;28,10;4;4;13
Перенос остатков #4;T2315156;TOKO;11,424;2;8708309198;12;2;28,10;4;4;10
Перенос остатков #4;T2315208;TOKO;19,812;2;8708309198;12;2;28,10;4;4;8
Перенос остатков #4;T2315210;TOKO;12,379;2;8708309198;12;2;28,10;4;4;8
Перенос остатков #4;T2316013;TOKO;11,829;2;8708309198;12;2;28,10;4;4;10
Перенос остатков #4;T2402004;TOKO;8,315;2;8708309198;12;2;28,10;4;4;68
Перенос остатков #4;T2403044;TOKO;7,506;2;8708309198;12;2;28,10;4;4;18
Перенос остатков #4;T2404011;TOKO;7,557;2;8708309198;12;2;28,10;4;4;10
Перенос остатков #4;T2411054;TOKO;6,500;2;8708309198;12;2;28,10;4;4;8
Перенос остатков #4;T2411055;TOKO;13,250;2;8708309198;12;2;28,10;4;4;4
